index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
646,453607,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],empty,empty,empty,empty,0,0,empty,0,{NULL}
647,690793,Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.,eng,Protein science : a publication of the Protein Society,Protein Sci.,1469-896X,21,3,1/12/03,307-17,"{""Cameron F Abrams""""Spencer T Stober""}"
648,799604,Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.,eng,American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists its constituent societies and the American Board of Orthodontics,Am J Orthod Dentofacial Orthop,0889-5406,97,4,4/1/90,336-48,"{""E A BeGole""""H S Upshaw""""R J Egolf""}"
649,718091,A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs trunk and face. Guttate psoriasis.,empty,empty,BMC musculoskeletal disorders,empty,20,1,0,72,"{""Richard Andrews""""Erica B Lundsten""""A Maureen Bundick Morgan""}"
650,935189,Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,eng,American journal of infection control,Am J Infect Control,0196-6553,17,2,4/1/89,83-88,"{""E Larson""""B A Laughon""""K Mayur""}"
651,711472,Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity,empty,empty,0,empty,16,0,2/8/07,S67-8 1p,"{""Bouchard DR""""Soucy L""""Senechal M""""Brochu M""""Dionne IJ""}"
652,660574,Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.,eng,Hepatology (Baltimore Md.),Hepatology,1527-3350,53,6,1/11/06,1883-94,"{""Silvia Sookoian""""Carlos J Pirola""}"
653,873322,Prevalence molecular characterization and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli Klebsiella pneumoniae and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands,0,empty,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,empty,16,1,1/10/01,55-60,"{""C. Handgraaf""""W. J. Melchers""""T. Klaassen""""P. D. Sturm""""E. T. Bochum""""S. V. van Mook-Vermulst""}"
654,774830,Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.,empty,rStroke; a journal of cerebral circulation,0,0039-2499,46,8,1/15/01,2335-2340,"{""Diederik van de Beek""""Anthony G Rudd""""Lalit Kalra""""Joan Montaner""""Javier Garau""""Pippa J Tyrrell""""Stephen J Hopkins""""Craig J Smith""""Mark Woodhead""""Angel Chamorro""""Mario Di Napoli""""Andreas Meisel""""Peter Langhorne""""Andy Vail""""Amit K Kishore""""Christine Roffe""}"
655,768192,A narrative review of surgical resident duty hour limits: where do we go from here?,eng,J Grad Med Educ,Journal of graduate medical education,1949-8349 (Print)     1949-8357,5,1,1/13/01,19-24,"{""P. D. Fabricant""""M. P. Bostrom""""C. J. Dy""""D. M. Dare""}"
656,950926,FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES,0,empty,Clin Med,empty,29,3,1/4/01,167-175,"{""Beverley J. Antle""}"
657,204215,Different renal toxicity profiles in the association of cyclosporine and tacrolimus with sirolimus in rats.,eng,Nephrology dialysis transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association,Nephrol. Dial. Transplant.,1460-2385,23,10,1/8/10,11-Sep,"{""N_ria Lloberas""""Marcel la Franquesa""""Josep M Cruzado""""Josep M Griny_""""Ins Rama""""Gabriela Alperovich""""Immaculada Herrero-Fresneda""""Joan Torras""""Pepita Gimnez-Bonaf""}"
658,129552,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,eng,Oral oncology,Oral Oncol.,1879-0593,46,10,1/10/10,720-6,"{""Paolo Boffetta""""Giovanni Corrao""""Irene Tramacere""""Vincenzo Bagnardi""""Eva Negri""""Lorenza Scotti""""Werner Garavello""""Matteo Rota""""Carlo La Vecchia""""Federica Turati""""Farhad Islami""}"
659,526825,Genetic overlap between diagnostic subtypes of ischemic stroke.,eng,Stroke; a journal of cerebral circulation,0,1524-4628,46,3,1/15/03,615-9,"{""Eugenio A Parati""""Bruce M Psaty""""Christopher Levi""""Guido Falcone""""Ioana Cotlarciuc""""Bradford B Worrall""""Rodney J Scott""""Hugh S Markus""""Jonathan Rosand""""Jim Jannes""""John W Cole""""Sudha Seshadri""""Rainer Malik""""M Arfan Ikram""""Christopher Oldmeadow""""Karen L Furie""""Kerri L Wiggins""""Jane M Maguire""""Matthew Traylor""""Peter M Rothwell""""[Collective Name] Wellcome Trust Case Control Consortium 2""""[Collective Name] Australian Stroke Genetics Collaborative""""Steven J Kittner""""Braxton D Mitchell""""Elizabeth G Holliday""""Jemma C Hopewell""""Giorgio B Boncoraglio""""Eric Boerwinkle""""Lisa F Lincz""""Robert Clarke""""Steve Bevan""""Naomi R Wray""""John Attia""""James F Meschia""""Joshua C Bis""""Thomas H Mosley""""Mike A Nalls""""Cathie Sudlow""""Yu-Ching Cheng""""Pankaj Sharma""""Martin Dichgans""""[Collective Name] International Stroke Genetics Consortium""""Myriam Fornage""}"
660,56464,Serum S100B represents a new biomarker for mood disorders.,0,Current drug targets,Curr Drug Targets,1873-5592,14,11,1/13/10,1237-48,"{""Peter Schoenknecht""""Matthias L Schroeter""""Johann Steiner""""Karsten Mueller""""Julia Sacher""}"
661,20641,Serial postoperative awake and sleep EEG and long-term seizure outcome after anterior temporal lobectomy for hippocampal sclerosis.,0,Epilepsy research,Epilepsy Res.,1872-6844,108,5,1/14/07,945-52,"{""Alfredo D'Aniello""""Addolorata Mascia""""Vincenzo Esposito""""Pier Paolo Quarato""""Marco De Risi""""Angelo Picardi""""Giancarlo Di Gennaro""""Liliana G Grammaldo""""Sara Casciato""""Giulio N Meldolesi""}"
662,706764,Remote area indigenous psychiatry - Reflections on nine years as a visiting psychiatrist,empty,empty,empty,0,1,3,1/11/01,A31,"{""N. Cord-Udy""}"
663,388872,Right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,eng,The Journal of heart valve disease,J. Heart Valve Dis.,0966-8519,20,3,1/11/05,341-7,"{""Wolfgang Konertz""""Otto Krogmann""""Pascal M Dohmen""""Birgit Franzbach""""Emanuela Angeli""""Carlo Pace Napoleone""""Johannes Kroll""""Gleb Tarusinov""""Torsten Christ""""Gaetano Gargiulo""}"
664,681305,Pooled analysis of non-union re-operation infection and approach related complications after anterior odontoid screw fixation.,eng,PLoS One,PloS one,1932-6203,9,7,1/14/01,e103065,"{""Yong-Long Chi""""Xiao-Lei Zhang""""Nai-Feng Tian""""Yao-Sen Wu""""Xin-Lei Wu""""Xiang-Yang Wang""""Fang-Min Mao""""Li-Jun Wu""""Xu-Qi Hu""}"
665,541739,Accuracy risk and the intrinsic value of diagnostic imaging: a review of the cost-utility literature.,eng,Academic radiology,Acad Radiol,1878-4046,19,5,1/12/05,599-606,"{""Hansel J Otero""""Peter J Neumann""""Chi H Fang""""Robert J Ward""""Meera Sekar""}"
666,558824,Swabbing Surgical Sites Does Not Improve the Detection of Staphylococcus aureus Carriage in High-Risk Surgical Patients,German,empty,empty,empty,0,0,1/15/01,0,"{""M. S. Ihara""""J. R. Tripet-Diel""""K. Shahlaie""""C. S. Li""""J. Brown""""S. H. Cohen""""M. Giordani""""E. O. Klineberg""}"
667,954980,Effect of chewing gun on the promotion of intestinal function recovery after colorectal cancer surgery: A meta-analysis. [Chinese],Chinese     English Chinese,Chinese Journal of Evidence-Based Medicine,Chin.J.Evid.-Based Med.,1672-2531,15,5,1/15/01,542-549,"{""Q. X. Zhang""""J. H. Tian""""X. Y. Tan""""A. L. Yang""""X. M. Yang""""Z. X. Zhang""}"
668,896410,School Climate and Students' Early Mathematics Learning: Another Search for Contextual Effects.,empty,empty,0,empty,119,2,1/13/02,209-234,"{""KATERINA1 BODOVSKI""""RACHAEL3 WALSH""""INBAL2 NAHUM-SHANI""}"
669,751168,Chronic hypokalemia due to excessive cola consumption: a case report,0,Cases J,Cases journal,1757-1626,1,1,1/8/01,32,"{""C. D. Packer""}"
670,303571,Constructing differences: A qualitative analysis of teachers__ perspectives on linguistic and cultural diversity,empty,empty,empty,empty,18,2,1/7/01,142-166,"{""Melinda Dooly""}"
671,193059,"Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als ""Badesalze"" ""Spice"" und ""Forschungschemikalien""",empty,empty,empty,empty,111,9,1/14/01,139,"{""G. Mikus""""N. Hohmann""""D. Czock""}"
672,416171,[New guidelines for bariatric surgery care: practical implications],empty,empty,0,empty,7,288,1/11/01,700-4,"{""M. Suter""""V. Giusti""}"
673,810153,Inosiplex for treatment of alopecia areata: A randomized placebo-controlled study,empty,empty,empty,empty,86,5,0,422-424,"{""Katoulis A.C.""""Georgala K.""""Georgala S.""""Befon A.""""Stavropoulos P.G.""}"
674,164085,Fungal flora in indoor and outdoor air of different residential houses in Tekirdag City (Turkey): seasonal distribution and relationship with climatic factors,0,Environmental monitoring and assessment,Environ Monit Assess,1573-2959,151,1,1/9/01,209-19,"{""Ahmet Asan""}"
675,619668,The psychiatric comorbidity of epilepsy.,eng,Acta Neurol Scand,Acta neurologica Scandinavica,14-Jan,110,4,1/4/10,207-20,"{""A Gaitatzis""""M R Trimble""""J W Sander""}"
676,490750,Obesity and obstructive sleep apnea: Carry the torch of awareness,empty,empty,empty,empty,6,2,1/11/01,55-56,"{""K. F. Joyner""}"
677,136068,Aerobic fitness testing in patients with chronic low back pain: which test is best?,empty,empty,empty,0,25,0,0,1704-10 ST  - Aerobic fitness testing in patients with chronic low back pain: which test is best?-,"{""T. H. Michel""""W. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Jul 1 DP  - NLM ET  - 2000/06/28 Rogers""""A. Wagner""""H. Wittink""""R. Kulich""""A. Sukiennik""""R. Maciewicz""}"
678,198675,Poster abstracts. The National Association of Bariatric Nurses 4th Annual Meeting and Conference October 24-27 2007 North Charleston South Carolina,empty,empty,empty,empty,2,0,1/7/01,262-265 ST  - Poster abstracts. The National Association of Bariatric Nurses 4th Annual Meeting and Conference October 24-27 2007 North Charleston South Carolina-,{NULL}
679,316114,A review of cyanoacrylate liquid skin protectant and its efficacy on pedal fissures,English,empty,Expert Opin Emerg Drugs,0,10,4,1/10/01,79-85,"{""Debashish Chakravarthy""""Elizabeth A. Hinton""""Tracey C. Vlahovic""""Cynthia Ann Fleck""}"
680,626797,The special status of actions in causal reasoning in rats.,eng,empty,0,empty,137,3,1/8/08,514-27,"{""Aaron P Blaisdell""""Jared Wong""""Kenneth J Leising""""Michael R Waldmann""}"
681,577842,How Much Trash Do You Trash?,empty,empty,0,empty,50,7,1/13/03,50-55,"{""Vanashri Nargund-Joshi""""Jean S. Lee""}"
682,811629,Implementing pharmacogenetics: Pharmarray acodose and pharmacogenetic consultation,0,empty,Biol.Blood Marrow Transplant.,0,14,1,0,22,"{""H. Y. Tong""""J. Frias""""R. Lubomirov""""P. Lapunzina""""A. M. Borobia""""J. Tenorio""""P. Arias""""A. J. Carcas""}"
683,280418,Designing in the social context: Using the social contextual model of health behavior change to develop a tobacco control intervention for teachers in India,pol,empty,Cytokine,empty,28,1,0,113-129,"{""Cara B. Ebbeling""""Dhirendra N. Sinha""""Glorian C. Sorensen""""Harry A. Lando""""Mangesh S. Pednekar""""Claudia R. Pischke""""Prakash C. Gupta""""Eve M. Nagler""""Mira B. Aghi""""Kasisomayajula Viswanath""}"
684,757660,Association of interleukin-10 cytokine expression status with HLA non-DRB1*02 and Mycobacterium bovis BCG scar-negative status in south Indian pulmonary tuberculosis patients.,eng,Infection and immunity,Infect. Immun.,empty,69,9,1/1/09,5635-42,"{""A D Nageswari""""S Vani""""P Muthuveeralakshmi""""S Shanmugalakshmi""""V Dheenadhayalan""""G Arivarignan""""R M Pitchappan""}"
685,54163,Abstracts 15,English,empty,empty,0,14,1,0,10-14 DO  - 10.1016/S0748-7983(10)00156-3,"{""P Mroczkowski""""R Kube""""A Dziki""""B Moran""""H Lippert""""I Gastinger""}"
686,65723,Outcome of ErCr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.,0,Photomedicine and laser surgery,PloS one,1557-8550,32,1,0,9-Mar,"{""Norbert Gutknecht""""Manuel F Carvalho""""Irene Pina-Vaz""""Miguel R Martins""""Jose A Capelas""""Miguel A Martins""}"
687,293974,Causes of death in Tunisia: Estimates of years of life lost. [French],empty,empty,0,empty,20,4,0,257-264,"{""S Hajjem""""M Hsairi""""N Ben Mansour""""H Skhiri""""H Aounallah-Skhiri""}"
688,247571,Anterior olecranon fracture-dislocations of the elbow in children. A report of four cases,0,J Bone Joint Surg Am,The Journal of bone and joint surgery. American volume,0021-9355 (Print),91,6,1/9/01,1487-90,"{""D. Ring""""R. G. Albers""""T. G. Guitton""}"
689,292980,Changes in the temporomandibular joint disc position after orthognathic surgery.,eng,Oral surgery oral medicine oral pathology oral radiology and endodontics,Oral Surg Oral Med Oral Pathol Oral Radiol Endod,1528-395X,108,1,1/9/07,15-21,"{""Su-Gwan Kim""""Ji-Yeon Ahn""""Young-Kyun Kim""""Jong-Wan Kim""""Pil-Young Yun""}"
690,38197,[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)],jpn,empty,empty,empty,34,0,1/1/81,447-52 ST  - [Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]-,"{""I. Hashimoto""""S. Hirasawa""""Y. Sawada""""Y. Kasai""""J. Mikami""""H. Abe""""M. Nakanishi""""E. Bekki""""K. Kasai""""T. Nakamura""""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}"
691,160820,Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.,eng,Clinical radiology,Clin Radiol,Sep-60,61,11,1/6/11,983-6,"{""M Caliskan""""M Karab_c_oglu""""A Citak""""N Uzel""""K Aydin""""A Nayir""""D D Soysal""}"
692,876536,The rocky road to rational prescribing,eng,empty,Rev.Neurol.,0,26,0,0,G11-G15,"{""I. Williamson""}"
693,776197,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts,empty,empty,Interact Cardiovasc Thorac Surg,empty,0,1,1/14/01,empty,"{""K. Prehoda""""A. Novak""""J. Mauser""}"
694,45797,The exercise prescription: focus on vascular mechanisms.,ENG,Blood pressure monitoring,Blood Press Monit,1473-5725,2,3,6/1/97,139-145,"{""[Collective Name] Jennings""""[Collective Name] Kingwell""}"
695,605277,Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.,eng,Psicothema,Psicothema,0214-9915,18,3,1/6/08,603-10,"{""Andreas Beelmann""""Friedrich L_sel""}"
696,749261,Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys,empty,empty,0,empty,104,12,0,2425-31,"{""N. E. Adler""""J. Lin""""E. S. Epel""""D. H. Rehkopf""""B. A. Laraia""""E. H. Blackburn""""B. L. Needham""""C. W. Leung""}"
697,752305,Unsuspected ethanol ingestion through soft drinks and flavored beverages,empty,J Anal Toxicol,Journal of analytical toxicology,0146-4760 (Print) 0146-4760,20,5,1/1/96,332-3,"{""L. Kadehjian""""E. J. Cone""""B. A. Goldberger""}"
698,179196,Altering existing buildings in the UK,eng,empty,Occup Environ Med,empty,36,12,0,4482-4486,"{""S. Roberts""}"
699,150198,The concept of neurosis in a cross-cultural perspective,empty,empty,0,empty,20,0,0,47-51 ST  - The concept of neurosis in a cross-cultural perspective-,"{""S. K. Chaturvedi""""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}"
700,894415,internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower,English,empty,0,empty,0,0,7/1/00,1-Jan,"{""Business/Technology Editors""}"
701,187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,eng,empty,empty,0,13,1,0,empty,"{""J. Le""""B. Riegel""""B. J. Bobrow""""A. L. Blewer""""B. S. Abella""""M. Leary""""D. Buckler""}"
702,556090,Lung function efficacy of olodaterol qd delivered via respimat vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract],English,Respirology (Carlton Vic.),Respirology,1440-1843,0,0,1/14/01,120 [TP 184],"{""Pizzichini E""""Hart L""""Paggiaro P""""Hamilton A""""Peters M""""Korducki L""""De Salvo M""""De La Hoz A""""Koch A""}"
703,770589,Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,0,empty,Nutrients,empty,2,0,0,Cd006178,"{""U. S. Sangkomkamhang""""P. Lumbiganon""""W. Prasertcharoensuk""""M. Laopaiboon""}"
